	Author	Ratings	Title	Description
4696	LeoW	5	Great	Easy to use, just what I was looking for to share iPhone to tv
4697	Cameron	5	Great, and very low price	The google chrome cast is one of my favorite tech products because it allows you to do so much for such a low price
4698	Cywq	5	Works vey well	Makes it really convenient to play pgotos, video from Android devices
4699	Mykole	5	Simple, and cheap	It's a good device to pass apps on your phone to Tv such as YouTube , netflix, etc.
4700	Abhishek	5	Best Streaming Device	Best Streaming device in the Market. I have been using this for 3+ years now.
4701	Meagan	5	Very helpful	Great for streaming anything on your tv! Super easy to use.
4702	Dbev	4	Chromecast	Love being able to use this item to watch videos I have on my phone directly to the tv.
4703	Karen	5	I love my chromecast	Great for streaming shows from my iPad. It's super easy to install and is nice to be able to watch on the tv instead of trying to watch on a small iPad.
4704	Sweetpea	4	Not what we needed	The chromecast did not have the capability we needed. No problem with the product. Returned and the customer service rep was great
4705	Msito	5	Absolutely love it	I use it all the time for casting movies or shows from muy phone.
4706	Cubbies	5	Very convenient	Easy to set up and to use. Compatible with many apps like Netflix, HBO Go and Hulu. Responsive. Very good alternative if you don’t want to pay for a cable.
4707	Vivek	5	Make any screen a smart tv	Love using this to watch netflix and hulu. The desktop feature that shows photos from your Google photos account is pretty good as well.
4708	WanderingPanda	4	From Phone to TV	Chromecast is easy to connect and use. I only gave 4 stars because sometimes there's a problem with the connection, but otherwise it's a great device to watch videos on TV and able to leave the app that is playing the video and use my iPhone on something else. I mainly use chromecast on YouTube and Dramafever apps.
4709	Sam2017	5	Great device	A great device to pug in for accessing the online streaming
4710	Brig	5	Great device	I like how small this device is. I can travel with it and use it anywhere.
4711	311longhorns	4	Great product if u have Wifi	Great product to Display on Tv if u have access to Wi-Fi.
4712	Nottechy	5	Great	This product performs exactly as it should. Great buy!
4713	PlayerOne	5	Works	This worked for what I needed. I had the older version of this, but it quit working. This was extremely easy to set up. It only took me a couple of minutes.
4714	Mary	4	Great product	Very good product it works with any device and is user friendly
4715	Dasharatha	5	Excellent	Excellent easy to use. Photo and video quality is so perfect
4716	dcdad	5	It's google	Google technology is well tested and it works. Better than the original version
4717	LJ34	5	Chrome for your home	great product, better than the first one, syncs fast
4718	Kageasaurus	4	Decent for the price	Chrome cast is cheap and it helps create a seamless connection between your phone and tv. Over time, my phone has struggled to connect to chromecast, however this could be related to my Wifi and not the device itself. Overall I've been fairly happy with this product!
4719	kenstar2	5	Easiest setup ever	Excellent quality, works great with ipad,also works with Android and Chrome browser.
4720	Ctv715	5	Awesome gadget	Always needed something that would make it easy to stream my phone to my tv. This was it
4721	Mike	5	Great product	I love being able to cast my screen to my students while teaching. I would recommend.
4722	Scoobyloui	5	Great device for casting!	Google has created a very good product. Very easy to use and install. Works well with iPhone and Android.
4723	zakk	5	Great product	this product will never let u down you can do almost everything with it streaming your phone, youtube, running pictures on tv
4724	Stevefam	3	So far it seems to do everything it says it will	The only complaint I have is the directions are virtually non existent
4725	Nando	5	Great Google cast	Great cast technology from your device tp TV and it is not disturbing your task on your device
4726	Tyler	5	Great product	Great overall product, I bought it to take on a trip and be able to cast to my hotel room tv. Works great for this as it's just plug and play, then you can watch Netflix or cast your laptop to a larger screen
4727	AGK4779	5	Fun, Easy	Inexpensive way to cast any device onto a big screen.
4728	HuntersMom	5	Easy Install	Very happy with purchase. Hooked up to TV and works great.
4729	Timusa1234	4	Easy to set up	Perfect device , nice deal, make regular tv to level up...
4730	Wolfie89	5	Perfect	Was easy to install and runs smoothly with my devices
4731	Luis	5	Second one bought	I think being this being the second one I get speaks for itself .. great gadget !
4732	RandomTechGeek	4	Simple to Use	Very easy and quick to setup using the Google Home app. Support for lots of Android phones and iPhone. Supports Mac mirroring from Chrome browser. Only drawback, does not have a remote controller unlike other streaming devices. Not all TV remotes work fine with this.
4733	Alex	4	Make Any TV Smarter	With owning several Chromecast (Both Gen. 1 and 2) and being paired with Google Home, they are truly powerful little gadgets. Easily attach them to any modern TV and your off to streaming just about anything you can think of. The only downside, which is why they are so cheap, is the fact that they are reliant on a device (Phone, Tablet, Laptop, ETC.), but this can be easily overlooked in today's world.
4734	Paws	5	Great for price	I love it. My family watches Netflix often and this comes in handy when someone else is using the smart TV. Since it is small and portable we are able to use it when we are at a friend or family's house that has Wi-Fi.
4735	DrDisrespect	5	So good	All the good. Chromecast is some of the goodest good out there.
4736	idolator	4	Good for the price	The Chromecast works well MOST of the time. Sometimes I get a lot of stuttering even with a good wifi connection and my laptop only a few feet away from the Chromecast. I notice more problems when my roommate uses his older laptop, so I would recommend only using a fast computer to cast webpages.
4737	Kenny	5	A great casting device	I owned a Chromecast Ultra and Apple TV 4K before I bought this Chromecast. I bought this regular Chromecast for my little girl watching ChuChuTV from YouTube. It is very easy to setup and use ...
4738	Dask	5	Chromecast is why I'm using the TV again	Yep. For years, I haven't really been using the TV in our living room. I've been bound to using my computers for work and entertainment because the services that the Internet provides is far more convenient for me. I think the dullness that cable services provided just ended TV in general for me. But Chromecast brought it backf or me. I mostly use it for Netflix and YouTube but I don't think I've explored the other services I can cast on my TV. It reminded me how much better it is to watch things on a larger screen. I plan on adding more around the house soon!
4739	Diamond	3	Upgrading from 1st gen Chromecast	"I upgraded because my old Chromecast had issues with connectivity - particularly the frequent disconnects.

Didn't really resolve that. I have an AC1900 wireless router that gets decent speed with other devices. 

It's bigger than the first gen also. Not a huge deal as it just dangles from the AV receiver. 

Overall the Chromecast is a neat little device for streaming services. Can't say whether this is better than Roku or other devices."
4740	Damazing	4	Nice add on for older tv's	This is a great way to extend the life of an older tv without having to spend the money to completely replace it. Any tv with a USB port can basically be turned into a smart tv for less than $50. Well worth it!
4741	Jmknox	4	Works great with chrome browser.	"Works great with chrome browser. As well as the apps. Very easy 
setup."
4742	Mcollier	4	Nice Product!!	Very pleased with this product. Would definitely buy again!
4743	Goofstein	5	Good Solution	I was looking for a way to watch YouTube Tv in a secondary room and this works great.
4744	bhere	5	Super	A lot to offer. Takes some time to learn all the possibilities. Works seamlessly. Easy setup.
4745	jayroy1	3	Relatively easy set up to stream video	This product is great. However, the instructions are a bit confusing from Google. The set up took more than 1/2 hour and confusing instructions added to time and frustration. The Apple TV set up was a far easier endeavor. Otherwise it works well once everything online.
4746	FeCh	5	Worth It	I also own an Amazon Fire stick, but also having a Chromecast is definitely worth the extra spend. Love that I can control it through the Google Home App.
4747	MicrowaveForWork	3	Difficult Connecting	Had difficult connecting to TV, returned for apple TV.
4748	jromberg	5	Chromecast	Works well easy setup, designed for portable devices not the PC
4749	Dickie2306	5	Solid	This product works great as described, but the first one I purchased didn't. I returned it with no problem & haven't had a problem since!
4750	Morgan	5	Best Stream Device	Very small and easy to hide with g reat signal detection, this is the best streaming device.
4751	Littles	4	Awesome product	This is such a great way to watch things in your phone on the big screen. Highly recommended! Easy to use!
4752	steelemin	5	WORKS EXCELLENT	All my device are captured and displayed well from my iPhone and iPad and transferred to my TV.I like the ease and pleasure of this product and its capabilities.
4753	NYDENNIS	5	works great	just plug in and start using phone and tv work great together
4754	BigVon56	4	I would recommend this item to a friend	Still learning how it works but I like it on the TV
4755	RushR40	5	Makes a smart TV smarter.	My smart TV is around 3 years old. The YouTube app stopped working and the other apps we're getting outdated. The Google Chromecast brought it all back up to date. Great product!
4756	MWilson	4	Works well	Works well, have no complains, cable is long enough for me.
4757	Alex	5	Awesome streaming device	"Does what it's supposed to well, easy to connect to, and a pretty good bargain for the price, helped turn my ""dumb"" TV into a smart TV"
4758	LR21	5	Overall good product for the money	Works like it should, good product for the money, would recommend
4759	prida	5	practical	excellent quality, never loses the frequency, allows to carry the functionality smart to any television
4760	Richard	5	Great Product!!	Worked flawlessly! This is exactly what I was looking for and its just so convenient in turning a regular old tv into a smart tv
4761	Patrick	5	Does what I need	The wife and I are able to use our older hd tv to cast all our favorite shows
4762	JanAmata	4	Great Product if Used	I bought my chromecast thinking I would use it more but don't. I would say this is perfect for playing games with friends, listening to music at a party, playing videos in a flash if your TV is always on, or a Google product enthusiast (me). Consider the uses of this item for you before you buy it and make sure that it will not go unnoticed. The starting screen is the best part for me, along with the Google Photos and Slides integration/partnership.
4763	Yshbair	5	Great	"It does the job on a perfect way. With android you can mirror your mobile, you can cast your laptop as well.
Recommend it."
4764	jag982	5	GREAT	Excellent product and easy to use. Great to watch programs.
4765	Yaoming2	5	excellent	Good buy indeed. I use it to stream YouTube video for my kid. They love it as there's a huge variety to keep him entertained
4766	Paolo	5	Great	Product as described. Functionality is what you would expect.
4767	Sabra	5	Works well	Product works well. i highly recommend this product. I hardly use cable anymore!
4768	GVee	5	Great product	Small easy to set up. Great to take on trips. We have 2 and we love them.
4769	TheBikeGuy	4	streaming	This is alright if you want to use your phone.It works
4770	Quark	5	Chromecast gets an A	I bought the Chomecast for professional presentations of web videos. It wasn't perfect and it took some practice to use, but I found it to be very effective and functional. I'm very glad I got it.
4771	Jased001	5	Works without a hitch	This Chromecast was easy to set up and it performs flawlessly. It has good connectivity bandwidth and delivers a great high def picture.
4772	Reelluv	3	Somewhat Dated	Decent product but a little dated. Works well with older television that don't have streaming services included on the television.
4773	Danny	5	Great product	Great product. Extremely easy to set up. Much better than using the HDMI cable, plus that you can connect it to the phone and project from the comfort of your sofa. Totally recommend it.
4774	ThatGuy12	4	Awesome way to connect your phone to your TV	I use this almost everyday and gives me the easy way to connect what I'm watching on my phone straight to my TV.
4775	Kawiguy81	5	Awesome device, very useful for entertainment	Awesome device, very useful for entertainment, casting, screen mirroring, turns any TV into a Smart TV
4776	ejkb	4	Chromecast works well	Easy to install and set up. I would like it better if it had a remote control.
4777	DanB	5	Pretty cool	Its nice to be able to cast from my phone without running wires to my tv
4778	Memo	5	Great	User friendly and great product for a great price!
4779	JMETravel	5	Fast setup and reliable performance	We have two of the older Chromecast dongles and have always had intermittent problems staying connected ... or even getting connected without restarting the Chromecast. Since installing this new version, we have reliable and quick connections. In fact, this is probably what will convince us to finally say goodbye to the hated Comcast.
4780	JoeA	5	Easy to set up and use.	Use your phone or any Android or IOS device as the remote control. Easily send any web page to your TV when using the Chrome browser.
4781	Alec	5	Super Easy to Use and Fast	Perfect for anyone that doesn't have a smart TV or another type of connected device.
4782	Dhem	5	Easy to use and works great.	I bought this so I could cut my cable and stream straight from my phone. The Chromecast is Easy to use and works great.
4783	Jbacon78888	5	Works amazing	Love the Chromecast so much stream all my music and my Netflix with it. Would highly recommend to anyone
4784	kcm63	5	Love it!	Let's me cast using my laptop even though my tv doesn't have a browser.
4785	isha	5	Amazing Device	"This is a must have device! I cast stuff from my computer to the TV with no problem, it works very well.
I like it very much!"
4786	Ranger38	5	Great	The product is very good and easy to use. I will definitely Recommend it to another person
4787	imoy	5	Thumbs up	Great Chromecast, I have been trying to eliminate the need for hdmi cable, with the chromecast i can project a movie from my laptop and at the same same work on other things
4788	Mattman385	5	Excellent device	Works great and has a great connection to my WIFI. I wish i could vast Amazon prime
4789	GMAT	5	Works perfectly	I bought this to replace my old chromecast which lasted me about 3 years.
4790	Christian	5	Fun to use	I use this with my friends and family a lot when we want to watch Youtube on the TV. It's easy to use and pair.
4791	austburn	5	Great Chromecast	I upgraded my Chromecast just to be able to use the 5GHz wifi - so worth it! Faster load times!
4792	Sagar	5	Worth spending	Easy to share screen and files. Easy setup. It don't take much time to setup. Plugin use google home app to setup start sharing.
4793	Tweezy4	5	Works great	No problems with the streaming and it was easy to setup.
4794	AlexH	5	Works.	Better than the original, probably not as good as the ultra. Perfect for what I needed.
4795	marksox	4	Would have given it a 5 star but...	I would have given it a five star however the ethernet connection does not work.
4796	Dtre	5	Love having chromecast!!	Love this item. Let's me see different types of interest from my phone to my tv at my convenience.
4797	VJHouston	4	Meets expectations	Knew what to expect from it, and it meets those expectations.
4798	sue68	5	Chromecast	I bought Chromecast for my bedroom. Again, easy to install, to use and has a great picture on Netflix. Very enjoyable.
4799	ledbulbs	5	Work Seamlessly	It is good to send your computer/cell phone movie or streaming play to TV. Previous Chromecast was USB powered and can be seen after turning on TV. This Chromecast has DC powered and you can see the device from your phone and send it easily and it makes your TV on automatically.
4800	Onlineshopper23	5	Works great!	Works awesome! Great picture quality and i love the fact that my phone is the remote. So far i have used playstation vue, netflix, and fox sports go without a problem.
4801	RusG	5	Must have	Google chrome is great, fast, and responsive. One flaw is that Amazon Prime videos can't be streamed to chromecast. Also there are certain moments when the chromecast and the item casting from (eg, iphone) are dissociated briefly, but they reconnect within seconds.
4802	Optimus4	5	Great device	Great to watch wrestling streaming services cooler
4803	ramsay	4	Google as always!	Its been there for a long time now. Got my third chromecast!
4804	Cece	5	Great product	The Chromecast allows me to view my movies etc on my computer while using the phone as a remote to control.
4805	monkey	5	Love Casting	The chromecast was easy to install and the app makes it simple to run. Wow! Realized what I was missing.
4806	Maggie	5	Great for tv	This is a must have for college and home with no cable available. I can use my phone to cast Netflix & Amazon to my TV.
4807	Anotsohappycustomer	1	Doesnt work in India	Bought it for my family in India. But it doesnt work in India
4808	mraveling	5	Does exactly what it says it does	Appreciate the ability to be able to send video, photos, etc to a bigger TV screen. No real issues with the wireless (I had one time where I had to reconfigure but that wasn't too difficult). Would buy again.
4809	Guardian	5	Great Product for Anyone	I love this new version of the Google Chromecast, the design makes it so much easier to connect to the back of the television if it is on a mount, and between other plugs. Also, it seems to connect faster!
4810	Robb	5	Very convenient for watching YouTube and Netflix!	I mainly use this to watch YouTube and Netflix. I already have YouTube and Netflix on my phone so all I need to do is press the cast button and bam! The video, TV show, or movie is suddenly on my TV. This is great for me since I always have my phone with me and you don't need a remote to control what you want to watch. Anyone in your family that's connected to your Wi-Fi can also cast. It's extremely easy to share or watch something together with this little device (it's pretty tiny). I love this more than any of my other smart devices, it's portable and works great. I've never had issues with it unless it was a problem with a certain app going slow. It's certainly not the Chromecast's fault, sometimes the app being used is wonky on its own. I've never had problems with YouTube, Netflix, HBO Now, VUDU, etc. Low rated apps like DirecTV Now and FandangoNOW don't work as well, but that's on the app. I love my Chromecast and I recommend it to anyone who uses their phone constantly.
4811	AVR7	5	Great product for streaming on TV	I love this Chromecast and I feel this is a great innovation for streaming on TV. I already have one and I bought now this one for my dad.
4812	meme58	5	works well	My son got this for me because I needed something in order to stream Netflix and Hulu my WII had stopped working. It works well
4813	umustbcrazee	5	Works wonderfully!	Was skeptical at first, but after using it, it is extremely convenient!
4814	AnneKim	5	Solid follow-up to original Chromecast	Loved the original Chromecast, so I got this one for my parents and they are able to watch all their YouTube on the big screen!
4815	Krish	5	Works good	Now I can cast all the videos from my laptop. The product is awesome
4816	Nick	5	Great product, recommended to all	"I have two of these. They are incredibly convenient and work well with no problems. Most networks/services have an applicable ""cast"" button in the apps + you can cast non-compatible things by screen-sharing your Google Chrome window to the TV. 

Key benefits over competitors:
- Price
- Ability to cast internet browser window directly to screen (any website can be on your TV screen with this product)"
4817	lpradokenna	5	Great product!	Bought this so I could turn my TV into a smart one and I couldn't be happier!
4818	jd24	5	Works great	I have the old first gen Chromecast and I leave it at my parents home for them. I recently brought a Mini Projector and wanted to free it from cords. This works better than the first gen and looks alot sleeker too.
4819	Jack	5	Great!	Fast and easy to set up. Works great. Love it. Much cheaper than buying cable or satellite.
4820	dkeathley77	5	What I expected	It does exactly what I wanted without any issues and it has a good price.
4821	DonAta	5	Great device	"I have a Smart TV that it is not very ""smart"". Thanks to this gadget I am able to watch Netflix, You tube, etc., with an amazing easy instalation and video quality"
4822	Nik1028	5	Heads solo 3	Went in and bought an open box beats solo 3. I got a great deal and the woman was very helpful. Tested to make sure it works before I left. I'm very happy with this purchase and hazlet Best Buy location. I recommend this store highly to others. Beats work fantastic and I use them everyday.
4823	Gabby	5	Great for streaming movies	I bought as a gift for my husband for his birthday. We are really happy with it!
4824	CALinPA	4	Good Product If you have a strong WiFi signal	Overall, this works as advertised. It may seem obvious, but you do need a strong WiFi signal for this to work properly. The rating of 4 stars is due to the fact that it runs very warm (sometimes even hot). That seems to be normal according to other reviews I've read. to provide consistent operation, we found it best to disconnect from your device after each use.
4825	jakobida2314	5	excellent	I now have two in my house. Perfect for when the cable fails.
4826	chefsmoke1	4	this is very cool	this is a very cool product is my 2nd one will def buy more
4827	Boomer	5	Great Product	Once you set it up (by using the Google Home app on your phone or tablet) or using a Chrome browser on any computer, you can then stream anything your browser can play using the Cast button. Easy to use and inexpensive!
4828	NBUtah	5	Fun	Chromecast is fun and easy to use. Linked to my Google home, can control Netflix.
4829	Jhony	3	Good	"It does not have the ""mirror"" option for Mac devices like iphones, ipads etc."
4830	Yogi	5	Nice!	Setup was so easy and seamless and it works like a charm. Precisely what I expected :)
4831	Anarch	4	Perfect for projecting phone screen	Great product, easy to use, made entertaining guest easier
4832	SAPPHIRE	5	Great purchase	Simple to setup and operate. The only limitation is your WiFi connection.
4833	Dave	5	Works as advertised	"I found that most of my favorite programs are available on line but needed a device to ""cast"" from my iphone to the TV. A quick bit of research led me to Chromecast. Works very well and I am pleased with it."
4834	DaveMS44	3	Works	I mean it works for what I needed, Apple TV is way nicer (I have an iPhone and MacBook Pro)
4835	DanW	4	many functions	all you need is to have chrome installed and you are good to start streaming from any device to chromecast.
4836	Cipher3113	5	Love my Chromecasts!	Most of our entertainment is streamed, so Chromecasts have become a staple in our home. They're solid performers and allow us to watch nearly anything we live on command through our trusty phones.
4837	Donna	5	Chromcast	Great for college apt to be able to watch shows without having cable.
4838	NewJLB	3	Only casts, doesn't stream	"This allows you to ""cast"" onto your tv from a smart device. It does NOT have any programs/apps loaded on it. I prefer Apple TV, or just get a Roku TV so you don't have an extra remote."
4839	andrepillon	5	Great product	The Google Chromecast is a great enterteinment suplly.
4840	iPanguru	5	It works	Does what I needed it too do. Smooth streaming with no issues.
4841	DDdetroit	5	Best purchase for my IPad	If you have an old TV laying around, you can use it to watch Netflix (if you have a subscription) and control everything with your IPad. Also, you can download apps from TV stations. I wasn't able to get live streaming. Watch YouTube or Ted. But, your cable company will block certain things. Best thing ever to get around another cable box. Very, very easy to set up and use.
4842	Dave	5	5ghz connection is a must!	I bought this to stream over my 5ghz connection. This seems to be a more stable setup than the first gen.
4843	Mike84	5	Faster than the previous model	Faster than the previous model. I like it! Happy to have the updated model
4844	NICK	4	Nothing to complain about	I bought this to use once in a while and it seems to work well. No complaints from me.
4845	Chris	5	Great	The greatest innovation computer engineers have made is all I can say
4846	Ngboi	5	Chromecast works great!	The Chromecast works great. Easily plugs into HDMI slot and can either plug into USB slot or power source. Would recommend
4847	donb	3	good	good product would reccomend to a friend works well
4848	chromecat	5	Chromecast	Love it for the family area! Use it for all my entertainment needs!
4849	Lynn	5	Exactly what i needed	Great streaming device for Netflix, hulu, and hbo2go
4850	leon	4	Amazing	It is a wonderful device for casting all my phones work with it
4851	Ralphy	5	Better than I imagined all	All this entertainment for so little money,WOW !!!!
4852	jllaudio	5	Easy Set up	No streaming hangups works very well. The ability to cast to TV from tablets a plus.
4853	bmsievers	5	Love the Chromecast	I have used Chromecast for a few years now. I needed to buy another one, now all of my TVs have streaming capabilities. I swear by steaming now!
4854	bostonnomore	5	Great way to stream	I love how easy it is to setup and the ability to cast my video apps like hulu and netflix from my phone to my tv. I also like that i can set it up to show my photos as the screensaver.
4855	Shanda	4	streams well most of the time	Streams pretty well most of the time. Sometimes has a small delay, which could be a network issue. I always seem to have to reboot my router before I use it though. I don't know if that's just me.
4856	Andrew	5	No Fuss	Set up was easy, and does what we want it to do. Works with both my wife and I's Google Pixels, as well as other devices.
4857	Averagejoe	4	Does what it’s supposed to	Easy to set up. Thought it had an interface but it’s a hub to stream from devices. Works for what I need. I stream PlayStation VUE to a tv with it.
4858	Superconsumer	4	Good cheap tech	I bought this to use with my google home and works like a charm. Nothing feels more futuristic when you walk in the house and say ok google watch YouTube and YouTube starts to play. I got this on sale for $25 and it does the job it was designed to do. No more no less.
4859	ThorzDaddy	5	Great	This is my third chrome cast, love them, easy to use and works perfect every time.
4860	eb30	4	Good option if it fullfil your needs	This is a good product. Do what it suppose to do. It has some limitations. It is all about what you really need.
4861	tcole	4	Works good	Works good just makes old tv smart. Cheaper than a new tv
4862	jdwking	5	Amazing product!	I am very impressed with this little device. This was exactly what I needed to get going. Works as advertised and is great product.
4863	dswheeler	5	Streams flawlessly from devices.	Many devices can stream from the standard providers, NetFlix, etc., but my family uses it mainly to stream directly from our devices. It works flawlessly and is easy to set up. Strong recommendation.
4864	Mech	2	Not great	I tried this device for streaming video to my tv. The Video quality was awful and choppy.
4865	BananaKins	5	Faster version of the original	Very nice, works great and doesn't overheat like the first generation. My go-to streaming dongle.
4866	Lucky	5	My Favorite Streaming Device	Easy to use! I use 3 at home and 4 at the office. I like that the Chromecast is not tied to a single account and that anyone with a smartphone, tablet or computer on the wifi network can use it.
4867	David	4	Affordable ways to stream HD content to a dumb TV	Chromecast is an affordable to stream HD content to a dumb TV via an Andriod device or an iPhone. This Chromecast is only capable to stream HD content, if you want 4K, you will need to look for the 4K capable version of Chromecast. I knocked off 1 star because you cannot mirror screen from an iPhone. Screen mirror is only supported on Andriod device.
4868	Dannan	5	Google Chromecast	As same as my previously purchased Chromecast unit, the set up was simple and quick.
4869	Traveler	5	Easy to use	This has helped me cut the cable and let me search the web for streaming TV, movies, stream my pictures from my phone. I bought a second for my other TV
4870	Wiliam	5	Excellent product!	Excellent product that makes its work. I turned my old tv into a smart tv.
4871	Patrick	5	Awesome device	The chromecast is a smooth way to cast any device to your TV. Highly recommend
4872	Hal2D2	5	Easy to Use	Have a couple. Each one gets easier to setup and use.
4873	tsamilu	4	It works just like it's supposed to	It works just like it is supposed to. I'm not sure if it's hooked up right because I have to use screen mirroring to watch some things.
4874	Deee	5	Works great with Google Home	I purchased this device so that I could watch YouTube videos using Google Home. This thing works seamlessly with Google home and effortlessly with my other chromecast capable devices
4875	Harry	5	Good Product	Wonderful and Good Chrome cast as always from Google
4876	Lump	5	Great for newcomers to streaming	I purchased this for my nieces and nephew at Christmas with tv's I purchased at a great sale price. My niece showed me how it worked and it was actually simple and I have used it since works great for me as a starter streaming device
4877	Ibrahim	5	Great product	Best Buy provide very good product and best prices, I'm very satisfied with my nem purchase
4878	Sam8653	5	Cool Device	I like this casting device easy to install and ready always when I need it
4879	kindmike91	2	Don't like it	I was highly disappointed. It was not easy to use and I have difficulties getting it to work properly.
4880	safarrell62	5	So fun-I just had to share	I received a Google chromecast as a gift from my boyfriend. I didn't get it at first, but now I LOVE IT!!! My sister was so impressed when I was sharing some youtube videos on my television, that she wanted one too. It worth it!
4881	Liz22	5	Amazing product	Works great for phones and computers! Use it frequently
4882	Tony	5	Great	Didn't know that this product existed till I went to Best Buy for the information
4883	Dschwartz32	5	Classic Google	No issues. Great product. This is my third or fourth and they're all worthwhile purchases.
4884	Mak01	2	HOT!!	It immediately got very hot. Some Googling revealed that this sometimes happens when it is underpowered by the TVs USB port, but I had it plugged in using the AC adaptor. I returned it.
4885	Rainman	5	Great capability with no (little) effort	Plugged it in, input wifi credentials, and immediately had a versital input device
4886	Rascissi	5	Good device	Good device for connecting to tv and other devices
4887	Nanette	5	Chromecast	To me was a little bit confusing to install on to my TV set. I just watched on utube on how to install on Chromecast. However I do recommend the Chromecast for cell/laptop/tablets screen to tv site. Chromecast does not have extra channels that you can add like roku does.
4888	Tanya	4	Good deal	Good price for what it does went back and brought one for the kids
4889	Shay	5	Awesome Product	This product works very well. I have purchased a total of five of them and I've never had a problem with any of them. I listen to Pandora, watch movies on Netflix, and cast from YouTube while using this product. I would definitely buy another one and highly recommend it to others!
4890	Jerry	5	cool product	Lets me stream anything to my TV from my phone, tablet or laptop. I don't have a smart TV so this is the perfect product.
4891	GreatChrome	5	Great Addition To Our Current System	"We already have a large screen TV in addition to a large family.
When we gather together, we often try to share pictures,video's and UTube's this makes it possible and really easy.
We really like the product"
4892	Venkat	4	Chromecast	This is working great and the price is very reasonable. This is very well worth to have..
4893	Telgo	5	Chromecast	It's exactly what I was looking for. I gave my old one to my son and replaced with the latest version.
4894	Pablolino	5	Excellent product	I love chromecast love the second generation not worth buying third generation it is the same thing
4895	Veena	5	Love it	Google chromecast is worth the money spent .. easy to plug in and u are all set to go
4896	Anonymous	5	Chromecast	Excellent device. Casting videos to my TV could not be any easier.
4897	Joljim	5	So easy to use and useful	Easy to install and easy to use. Best Buy has the best price too
4898	ash007	5	Great next gen chromecast	Chromecast works flawlessly. This new version supports both 2.4g and 5g WiFi bands. Faster than the original version. Highly recommend thi's for any tv. Generally this works faster than the built in tv apps.
4899	mlewis	4	Chromecast works	I'm technically challenged, but figured it out with the help of Google! A life saver!
4900	Redz	4	Awesome buy	"Easy and quick. Definitely serve it's purpose. Would recommend it
."
4901	Carlosacruz	4	Does the job	It is not the best reception gadget but at least does what I want..
4902	Mike	5	Exelent	Easy to use ,just plug and play.exelent resolution.
4903	MattyB	5	Great for Office	Works great for screen casting and office use!!!!!
4904	nally	4	good product	this product lets me review my pictures and play music with ease on my TV
4905	Ashley45050	5	No more fighting	This chrome cast is easy to use, and has settled ourvhikdrens arguing over who gets to watch Netflix on the tv in our house-we have it on more tv's now
4906	electronicsguy2015	5	Great Product	Since I got this product I no longer needed cable which has saved me a lot of money. I love this device.
4907	Shopjack	5	WORKS GREAT	"So much better than all the wires and has super reception and
transmission.. One of your salesmen told me about the Chromecast unit
and solved my dilemma."
4908	MichaelJackson	5	Chromecast	Love it to death if that was possible. Much, much better than the 1st generation. I'd recommend this to anybody.
4909	Tiff	5	Great tv watching	Works well with Google home. Makes tv watching experiences more enjoyable and hands free.
4910	Jen95	5	Love this easy to use	Quick set up and easy to use bought one for myself then one for my mom
4911	Wendy	5	Great for Game of Thrones	We cast Game of Thrones from our HBO now account and works perfectly!
4912	Boone	5	Easy to use	I actually walk in an heard about the product an decided to buy it. Great decision.
4913	Instructormoore	5	Awesome	Finally switched from Fios to Comcast and have a stable internet connection to use my Chromecast.
4914	Amshres	5	Good product	Good product. Easy to use. Even my old dad can use it. Customer service for BB EXCELENT.
4915	Srini	5	Excellent Product!!!	Ease of use and just a 3 step process of step..it's allmost kind of plugin play
4916	Pete	4	Easy set up	Used chromecast tect. for set up was very helpful.
4917	Ashish	5	Recommended product	Recommended product. Works just fine. I had one. This is my second one.
4918	Theloveofthemoon	5	Awesome	You do not pay for cable if you have this!! You can stream anything to it.
4919	Feadog003	3	It's just ok	Not a big fan. I am not part of the google ecosystem, so there is a bit of a learning curve. The Fire tv stick seems to fit my needs much better.
4920	VR4K	5	Excellent quality for price	Great little device, easy to hook up, great way to display videos and pictures on big screen instead of phones and high quality HD.
4921	dathenah	3	Okay for the most part	I bought this as an experiment to see whether I would stick with this for streaming or get a Roku player. I think am going to get a Roku player instead for stuff like Netflix, Hulu, and HBO Now. It's nice to have for streaming unconventional media such as video off Facebook or even Microsoft OneDrive and I like streaming Spotify on it. To watch Netflix or Hulu on it however, using my phone as a remote just isn't jiving with me.
4922	CG08	5	Works great	I love it. I use it for my bedroom and it works beautifully.
4923	SeanF	5	Big Improvement	Definitely less problems setting up this Chromecast versus the old model. Better signal reception as well.
4924	Mick	4	Casting	This is a great device to transfer videos, pictures, etc from your smart device to a television set. Therefore, you can see pics, vids, etc on the big screen. 4 stars because some videos come in fuzzy. Not as clear as the smart device is playing it.
4925	Ciberzilla	5	Very easy	Works well, easy to install. No issues. Great price
4926	chicago312	5	Works with youtube paid tv	Works with youtube paid tv. cheaper than apple tv but does less.
4927	Sudi	5	Handy	Great tool when traveling and the AirBnb you're staying at does not have cable.
4928	andregoras	4	Great product	"I use it in my home, and it works perfectly. Broadcast television is great, but streaming is the future, and Google's Chromecast is one of the easiest ways of getting video streams onto your existing non-smart TV.

The puck plugs into an HDMI port on the rear of your TV, is powered by micro-USB, and is controlled by your existing smart device.

Simply open up a compatible app, and tap the 'Cast' button to immediately see content streamed to the big screen."
